order_id,customer_id,product_id,category,channel,quantity,unit_price,discount_pct,status,order_date,region,customer_age,is_new_customer
ORD-000650,CUST-1263,PROD-0197,Belleza,web,2,3105.24,5.0,completed,2023-11-10,CDMX,31,True
ORD-000651,CUST-0729,PROD-0288,Alimentos,mobile,6,4429.8,0.0,cancelled,2023-09-15,MTY,56,False
ORD-000652,CUST-0640,PROD-0200,Electronica,web,5,1195.22,5.0,cancelled,2023-08-25,GDL,58,False
ORD-000653,CUST-0681,PROD-0206,Libros,mobile,2,2051.0,10.0,returned,2023-05-04,GDL,45,True
ORD-000654,CUST-0406,PROD-0140,Ropa,marketplace,3,4966.66,10.0,pending,2023-07-17,QRO,48,False
ORD-000655,CUST-1461,PROD-0106,Electronica,social,9,4349.36,,completed,2023-11-20,GDL,34,False
ORD-000656,CUST-1374,PROD-0095,Deportes,web,7,2844.97,5.0,cancelled,2023-05-03,MTY,52,False
ORD-000657,CUST-1093,PROD-0002,Electronica,mobile,7,2607.31,0.0,cancelled,2024-07-02,CUN,57,False
ORD-000658,CUST-0161,PROD-0082,Deportes,mobile,6,1458.77,0.0,cancelled,2023-07-09,,39,True
ORD-000659,CUST-0954,PROD-0293,Deportes,web,8,2610.19,10.0,pending,2023-07-16,CUN,62,True
ORD-000660,CUST-1163,PROD-0112,Alimentos,mobile,4,4248.5,0.0,cancelled,2023-08-10,MTY,65,True
ORD-000661,CUST-0270,PROD-0005,Electronica,web,8,3441.61,10.0,completed,2024-05-10,CUN,46,True
ORD-000662,CUST-0191,PROD-0263,Juguetes,mobile,4,1485.72,10.0,pending,2023-10-11,CUN,27,True
ORD-000663,CUST-1431,PROD-0234,Ropa,mobile,8,1047.25,,returned,2024-06-21,MTY,35,True
ORD-000664,CUST-0960,PROD-0258,Juguetes,marketplace,9,1362.78,25.0,pending,2023-10-17,QRO,52,False
ORD-000665,CUST-0200,PROD-0269,Hogar,social,3,890.31,0.0,pending,2023-04-13,GDL,61,True
ORD-000666,CUST-0934,PROD-0133,Libros,social,3,523.42,25.0,completed,2023-07-18,CDMX,33,False
ORD-000667,CUST-0636,PROD-0156,Deportes,social,2,2124.72,10.0,returned,2023-10-31,MTY,67,False
ORD-000668,CUST-1402,PROD-0113,Hogar,web,3,610.83,10.0,cancelled,2023-08-21,CUN,66,False
ORD-000669,CUST-1320,PROD-0152,Electronica,web,3,900.97,0.0,returned,2024-01-05,MTY,24,True
ORD-000670,CUST-1455,PROD-0138,Belleza,social,5,2759.26,20.0,cancelled,2023-07-03,QRO,47,True
ORD-000671,CUST-0954,PROD-0283,Belleza,social,5,864.77,0.0,pending,2023-11-06,PUE,36,False
ORD-000672,CUST-0964,PROD-0061,Juguetes,marketplace,2,366.2,,completed,2023-01-15,PUE,40,False
ORD-000673,CUST-0475,PROD-0088,Libros,web,6,1621.07,0.0,returned,2024-06-30,MTY,25,False
ORD-000674,CUST-0459,PROD-0115,Hogar,social,5,1140.58,10.0,returned,2023-05-10,PUE,34,False
ORD-000675,CUST-0295,PROD-0024,Deportes,social,6,2600.76,5.0,returned,2023-10-08,PUE,38,False
ORD-000676,CUST-1264,PROD-0274,Belleza,mobile,1,556.72,0.0,returned,2023-02-16,QRO,43,False
ORD-000677,CUST-0529,PROD-0122,Juguetes,social,5,3771.27,0.0,cancelled,2023-02-25,QRO,45,False
ORD-000678,CUST-0745,PROD-0150,Deportes,marketplace,9,4535.86,,cancelled,2023-10-27,CDMX,56,False
ORD-000679,CUST-0803,PROD-0021,Juguetes,marketplace,2,3730.0,0.0,cancelled,2023-05-10,CDMX,50,False
ORD-000680,CUST-0376,PROD-0076,Belleza,mobile,1,2687.49,5.0,returned,2024-05-17,CUN,57,False
ORD-000681,CUST-1433,PROD-0143,Libros,web,9,4310.31,10.0,returned,2023-04-16,GDL,36,True
ORD-000682,CUST-1363,PROD-0069,Ropa,mobile,9,3489.85,15.0,completed,2023-01-13,PUE,46,False
ORD-000683,CUST-0677,PROD-0139,Belleza,marketplace,9,102.23,10.0,cancelled,2023-10-19,QRO,37,False
ORD-000684,CUST-0666,PROD-0027,Alimentos,marketplace,6,2000.75,0.0,returned,2024-04-25,,37,False
ORD-000685,CUST-0929,PROD-0128,Electronica,mobile,8,4262.21,0.0,pending,2024-05-05,GDL,27,False
ORD-000686,CUST-0999,PROD-0108,Alimentos,web,1,1762.0,0.0,returned,2024-03-27,CDMX,29,False
ORD-000687,CUST-0062,PROD-0274,Libros,web,4,224.32,20.0,completed,2023-12-15,CUN,50,True
ORD-000688,CUST-0134,PROD-0060,Deportes,mobile,1,3743.59,20.0,cancelled,2023-07-08,MTY,42,True
ORD-000689,CUST-0974,PROD-0001,Hogar,mobile,8,4020.09,0.0,completed,2023-02-22,MTY,42,True
ORD-000690,CUST-0232,PROD-0178,Ropa,marketplace,1,844.94,0.0,returned,2023-09-16,PUE,21,False
ORD-000691,CUST-0720,PROD-0189,Electronica,social,3,2709.84,20.0,pending,2024-05-04,PUE,21,False
ORD-000692,CUST-0981,PROD-0167,Libros,mobile,4,1000.18,20.0,pending,2023-04-27,GDL,26,False
ORD-000693,CUST-0945,PROD-0043,Ropa,mobile,8,3610.21,20.0,returned,2023-03-08,PUE,32,False
ORD-000694,CUST-0350,PROD-0282,Deportes,web,6,1394.17,15.0,completed,2024-02-15,MTY,43,True
ORD-000695,CUST-0579,PROD-0136,Deportes,mobile,7,1615.26,5.0,pending,2024-05-18,MTY,32,True
ORD-000696,CUST-0714,PROD-0069,Belleza,marketplace,8,4232.61,0.0,returned,2023-03-17,CUN,43,False
ORD-000697,CUST-1238,PROD-0210,Deportes,mobile,2,2407.8,5.0,completed,2023-02-24,CDMX,45,False
ORD-000698,CUST-1177,PROD-0151,Belleza,web,8,3365.28,5.0,pending,2023-06-05,CDMX,24,False
ORD-000699,CUST-0261,PROD-0167,Juguetes,mobile,3,2041.75,5.0,cancelled,2023-06-02,PUE,49,False
ORD-000700,CUST-1041,PROD-0030,Alimentos,marketplace,7,1525.13,5.0,returned,2023-11-08,CDMX,29,False
ORD-000701,CUST-0211,PROD-0006,Electronica,social,3,3146.12,0.0,returned,2023-03-29,QRO,52,True
ORD-000702,CUST-0831,PROD-0183,Deportes,web,7,816.54,0.0,returned,2023-09-12,QRO,69,False
ORD-000703,CUST-1463,PROD-0113,Belleza,web,2,1896.35,5.0,completed,2023-05-02,MTY,49,False
ORD-000704,CUST-0220,PROD-0144,Deportes,web,6,1084.73,0.0,cancelled,2024-03-02,QRO,26,False
ORD-000705,CUST-0668,PROD-0091,Electronica,social,3,3494.19,5.0,completed,2023-08-20,QRO,31,False
ORD-000706,CUST-1139,PROD-0132,Belleza,mobile,3,4723.83,15.0,pending,2024-06-19,PUE,30,True
ORD-000707,CUST-1331,PROD-0009,Electronica,mobile,9,4977.78,15.0,pending,2024-01-25,CDMX,61,True
ORD-000708,CUST-0146,PROD-0276,Deportes,mobile,7,2278.87,5.0,returned,2024-04-06,CDMX,50,False
ORD-000709,CUST-0619,PROD-0299,Hogar,marketplace,5,1300.03,5.0,completed,2024-03-29,MTY,49,False
ORD-000710,CUST-1092,PROD-0055,Juguetes,web,7,2242.01,0.0,cancelled,2023-11-01,CUN,36,False
ORD-000711,CUST-0945,PROD-0196,Deportes,marketplace,9,4243.98,,returned,2024-03-15,GDL,47,True
ORD-000712,CUST-0821,PROD-0132,Alimentos,web,1,1069.73,5.0,returned,2023-11-09,GDL,33,False
ORD-000713,CUST-1210,PROD-0283,Libros,social,7,4762.87,5.0,pending,2023-03-03,CDMX,29,True
ORD-000714,CUST-0847,PROD-0106,Juguetes,social,6,1742.24,20.0,pending,2023-04-12,GDL,27,True
ORD-000715,CUST-0489,PROD-0227,Alimentos,marketplace,9,4929.73,5.0,returned,2023-08-01,GDL,19,True
ORD-000716,CUST-1272,PROD-0113,Libros,social,1,4201.11,0.0,pending,2023-08-05,PUE,35,False
ORD-000717,CUST-0500,PROD-0167,Hogar,web,4,4052.42,0.0,completed,2023-09-28,CUN,30,False
ORD-000718,CUST-1123,PROD-0138,Alimentos,social,9,1623.63,5.0,pending,2023-03-25,QRO,46,False
ORD-000719,CUST-0326,PROD-0105,Alimentos,social,4,93.45,5.0,returned,2023-06-10,QRO,41,True
ORD-000720,CUST-0988,PROD-0298,Belleza,marketplace,3,1941.56,20.0,returned,2023-09-03,PUE,55,True
ORD-000721,CUST-0787,PROD-0203,Deportes,marketplace,9,1543.96,5.0,cancelled,2023-06-27,CDMX,29,True
ORD-000722,CUST-0136,PROD-0080,Ropa,social,2,235.12,10.0,completed,2023-03-18,CDMX,46,False
ORD-000723,CUST-0698,PROD-0229,Ropa,web,4,2551.56,5.0,returned,2023-06-10,QRO,39,True
ORD-000724,CUST-0427,PROD-0119,Electronica,mobile,6,2045.0,5.0,completed,2023-01-03,GDL,53,False
ORD-000725,CUST-1422,PROD-0223,Electronica,marketplace,2,3191.05,5.0,returned,2024-02-23,MTY,18,True
ORD-000726,CUST-1211,PROD-0189,Electronica,web,8,3124.87,5.0,returned,2024-04-06,PUE,60,True
ORD-000727,CUST-0883,PROD-0076,Electronica,social,8,647.7,5.0,completed,2024-04-26,PUE,57,True
ORD-000728,CUST-0892,PROD-0246,Belleza,marketplace,1,4885.98,0.0,cancelled,2023-10-26,CUN,51,True
ORD-000729,CUST-1162,PROD-0048,Electronica,mobile,3,975.31,20.0,cancelled,2023-02-03,CUN,51,False
ORD-000730,CUST-0701,PROD-0254,Belleza,social,9,2254.11,0.0,completed,2023-08-26,CDMX,65,False
ORD-000731,CUST-1116,PROD-0093,Alimentos,mobile,5,2466.18,0.0,returned,2023-10-23,GDL,50,False
ORD-000732,CUST-1422,PROD-0236,Libros,social,6,4074.66,0.0,returned,2023-10-17,CUN,21,True
ORD-000733,CUST-0484,PROD-0095,Hogar,mobile,4,541.19,0.0,completed,2024-04-09,QRO,55,True
ORD-000734,CUST-0355,PROD-0091,Ropa,marketplace,2,2171.79,5.0,pending,2023-03-14,CUN,47,False
ORD-000735,CUST-1358,PROD-0097,Electronica,web,8,3161.09,0.0,completed,2023-08-28,QRO,69,False
ORD-000736,CUST-1372,PROD-0292,Juguetes,mobile,6,1115.02,0.0,completed,2023-09-28,QRO,63,False
ORD-000737,CUST-0160,PROD-0252,Deportes,mobile,5,3155.97,5.0,completed,2023-07-22,QRO,37,False
ORD-000738,CUST-1458,PROD-0093,Deportes,marketplace,9,4622.14,10.0,returned,2024-03-11,QRO,43,False
ORD-000739,CUST-1176,PROD-0145,Libros,web,1,4987.71,0.0,returned,2023-04-28,CUN,32,True
ORD-000740,CUST-0997,PROD-0011,Juguetes,marketplace,5,210.63,5.0,returned,2023-08-19,GDL,24,False
ORD-000741,CUST-0235,PROD-0159,Ropa,social,6,1216.16,10.0,cancelled,2023-06-02,CDMX,24,False
ORD-000742,CUST-1213,PROD-0084,Belleza,social,5,1586.02,25.0,returned,2023-09-30,CUN,67,False
ORD-000743,CUST-1221,PROD-0091,Libros,marketplace,6,2025.67,10.0,pending,2023-05-26,PUE,46,False
ORD-000744,CUST-0949,PROD-0202,Electronica,marketplace,6,1249.17,0.0,pending,2023-03-15,MTY,40,False
ORD-000745,CUST-0667,PROD-0097,Belleza,mobile,7,1057.27,10.0,completed,2023-03-03,PUE,51,True
ORD-000746,CUST-1137,PROD-0036,Electronica,mobile,4,4775.04,5.0,completed,2023-06-19,,37,False
ORD-000747,CUST-0200,PROD-0074,Ropa,social,8,4596.68,0.0,completed,2023-11-11,CUN,32,True
ORD-000748,CUST-0912,PROD-0037,Belleza,mobile,7,282.61,20.0,completed,2023-10-23,,50,False
ORD-000749,CUST-0361,PROD-0219,Hogar,mobile,9,1727.12,5.0,completed,2024-03-25,CUN,34,False
ORD-000750,CUST-0631,PROD-0126,Belleza,social,7,2055.49,25.0,returned,2023-05-08,GDL,37,False
ORD-000751,CUST-0832,PROD-0233,Alimentos,web,3,1233.12,10.0,cancelled,2024-04-24,CUN,30,False
ORD-000752,CUST-0143,PROD-0207,Deportes,mobile,3,3162.92,10.0,pending,2023-11-08,QRO,61,False
ORD-000753,CUST-1226,PROD-0052,Ropa,web,8,3219.88,10.0,completed,2024-02-17,QRO,41,True
ORD-000754,CUST-0223,PROD-0270,Electronica,mobile,5,4260.0,5.0,pending,2023-10-06,CUN,64,False
ORD-000755,CUST-1404,PROD-0071,Alimentos,web,4,3717.3,5.0,returned,2024-05-27,PUE,54,True
ORD-000756,CUST-1222,PROD-0007,Hogar,web,8,2735.74,20.0,returned,2024-05-20,QRO,24,False
ORD-000757,CUST-0777,PROD-0052,Electronica,web,6,3285.25,10.0,cancelled,2024-03-24,QRO,25,False
ORD-000758,CUST-0671,PROD-0194,Ropa,web,2,1406.24,20.0,pending,2023-03-24,GDL,40,True
ORD-000759,CUST-1013,PROD-0197,Ropa,social,4,2985.63,20.0,cancelled,2023-02-10,PUE,31,True
ORD-000760,CUST-1321,PROD-0011,Deportes,web,4,2471.67,25.0,pending,2024-03-18,CDMX,21,False
ORD-000761,CUST-1353,PROD-0057,Alimentos,mobile,6,710.06,10.0,completed,2023-11-27,CUN,38,False
ORD-000762,CUST-0126,PROD-0007,Belleza,marketplace,6,1250.59,5.0,cancelled,2023-09-14,MTY,63,False
ORD-000763,CUST-0186,PROD-0023,Belleza,social,1,1493.88,0.0,cancelled,2023-01-27,CUN,27,True
ORD-000764,CUST-0446,PROD-0068,Electronica,web,8,4625.33,10.0,cancelled,2023-04-04,PUE,39,False
ORD-000765,CUST-0285,PROD-0128,Alimentos,web,6,1190.41,0.0,completed,2023-08-23,CDMX,47,False
ORD-000766,CUST-1190,PROD-0043,Ropa,social,3,1481.76,0.0,pending,2023-01-22,GDL,47,True
ORD-000767,CUST-1303,PROD-0138,Hogar,web,9,1878.3,0.0,returned,2023-10-03,GDL,33,False
ORD-000768,CUST-0001,PROD-0074,Deportes,social,2,3335.53,20.0,returned,2023-02-11,QRO,28,False
ORD-000769,CUST-0301,PROD-0007,Ropa,marketplace,8,635.28,20.0,completed,2023-06-29,CUN,39,False
ORD-000770,CUST-1354,PROD-0005,Libros,web,3,4772.03,10.0,cancelled,2024-04-26,PUE,46,False
ORD-000771,CUST-0306,PROD-0055,Libros,mobile,5,4334.58,5.0,cancelled,2024-06-15,CUN,42,False
ORD-000772,CUST-0928,PROD-0278,Electronica,mobile,6,2907.22,10.0,returned,2024-03-28,QRO,31,False
ORD-000773,CUST-1089,PROD-0174,Electronica,marketplace,6,3386.49,10.0,returned,2023-10-12,QRO,31,True
ORD-000774,CUST-0597,PROD-0044,Alimentos,web,4,132.47,5.0,returned,2023-07-05,CUN,19,False
ORD-000775,CUST-0799,PROD-0104,Libros,marketplace,3,1727.78,0.0,completed,2024-03-22,MTY,30,True
ORD-000776,CUST-1261,PROD-0072,Alimentos,marketplace,4,3988.52,0.0,pending,2024-05-18,GDL,20,False
ORD-000777,CUST-1184,PROD-0246,Libros,mobile,1,433.54,5.0,pending,2023-04-04,QRO,47,False
ORD-000778,CUST-0916,PROD-0289,Hogar,marketplace,4,1447.45,10.0,pending,2024-04-26,MTY,35,True
ORD-000779,CUST-0401,PROD-0228,Electronica,web,1,2947.22,5.0,completed,2023-12-23,,53,True
ORD-000780,CUST-0422,PROD-0084,Electronica,social,1,1319.24,25.0,cancelled,2024-02-23,CUN,38,False
ORD-000781,CUST-1396,PROD-0158,Ropa,web,6,4673.19,0.0,cancelled,2023-12-08,,36,False
ORD-000782,CUST-0649,PROD-0170,Belleza,mobile,5,698.74,0.0,pending,2023-11-25,QRO,33,False
ORD-000783,CUST-0614,PROD-0246,Belleza,mobile,4,3997.1,5.0,cancelled,2023-04-18,QRO,45,False
ORD-000784,CUST-1168,PROD-0080,Alimentos,mobile,3,2564.35,0.0,pending,2023-06-14,PUE,21,False
ORD-000785,CUST-1392,PROD-0125,Deportes,social,1,3764.14,0.0,cancelled,2023-12-04,QRO,68,False
ORD-000786,CUST-0624,PROD-0029,Belleza,social,6,1588.04,0.0,returned,2024-02-26,CUN,32,True
ORD-000787,CUST-0891,PROD-0279,Electronica,marketplace,2,2596.72,5.0,pending,2024-05-22,CDMX,18,False
ORD-000788,CUST-1471,PROD-0137,Belleza,mobile,8,4291.33,0.0,completed,2023-10-23,QRO,65,False
ORD-000789,CUST-0706,PROD-0279,Deportes,mobile,5,2361.05,10.0,completed,2024-02-15,MTY,64,False
ORD-000790,CUST-0183,PROD-0064,Deportes,social,7,1830.61,5.0,cancelled,2023-02-07,GDL,33,True
ORD-000791,CUST-1194,PROD-0011,Alimentos,mobile,2,2703.97,0.0,cancelled,2024-04-10,QRO,37,False
ORD-000792,CUST-0017,PROD-0023,Electronica,mobile,8,3600.95,15.0,returned,2023-04-01,PUE,50,False
ORD-000793,CUST-1253,PROD-0053,Electronica,web,2,2245.64,0.0,completed,2023-11-19,PUE,34,True
ORD-000794,CUST-1046,PROD-0279,Libros,marketplace,4,4697.44,15.0,completed,2023-09-16,CUN,22,False
ORD-000795,CUST-0828,PROD-0152,Alimentos,marketplace,1,1509.98,20.0,pending,2023-11-28,GDL,22,False
ORD-000796,CUST-0262,PROD-0053,Deportes,mobile,5,2403.54,0.0,pending,2023-04-29,CDMX,56,True
ORD-000797,CUST-0603,PROD-0262,Electronica,mobile,9,3796.79,20.0,pending,2024-02-18,CUN,30,True
ORD-000798,CUST-0128,PROD-0213,Belleza,web,1,3461.15,15.0,pending,2024-06-10,QRO,61,False
ORD-000799,CUST-0757,PROD-0073,Juguetes,social,9,4325.02,20.0,pending,2023-01-02,CDMX,53,False
ORD-000800,CUST-1125,PROD-0001,Ropa,mobile,8,4984.21,10.0,cancelled,2024-04-18,CUN,47,True
ORD-000801,CUST-0109,PROD-0115,Juguetes,social,6,2162.95,0.0,completed,2024-02-28,CDMX,21,True
ORD-000802,CUST-0002,PROD-0013,Alimentos,marketplace,7,600.2,20.0,cancelled,2023-02-25,PUE,40,False
ORD-000803,CUST-1441,PROD-0117,Alimentos,marketplace,3,200.56,0.0,returned,2023-07-12,GDL,38,False
ORD-000804,CUST-1147,PROD-0219,Hogar,social,1,3648.04,0.0,pending,2024-06-14,PUE,38,True
ORD-000805,CUST-0736,PROD-0198,Juguetes,mobile,5,4376.37,0.0,pending,2024-01-06,QRO,23,True
ORD-000806,CUST-0225,PROD-0076,Juguetes,mobile,2,1142.53,0.0,completed,2024-05-25,MTY,41,False
ORD-000807,CUST-0578,PROD-0181,Hogar,web,5,834.32,5.0,returned,2024-03-28,QRO,64,False
ORD-000808,CUST-0064,PROD-0147,Juguetes,mobile,8,357.92,10.0,completed,2023-02-22,QRO,48,False
ORD-000809,CUST-0482,PROD-0116,Juguetes,mobile,9,4122.38,20.0,returned,2023-07-28,QRO,36,False
ORD-000810,CUST-0885,PROD-0197,Libros,marketplace,2,1591.34,,completed,2023-10-01,CUN,55,False
ORD-000811,CUST-1439,PROD-0058,Hogar,marketplace,3,2038.4,25.0,cancelled,2023-05-15,CUN,29,False
ORD-000812,CUST-1209,PROD-0252,Libros,marketplace,3,2538.61,20.0,pending,2023-10-22,MTY,31,False
ORD-000813,CUST-0808,PROD-0087,Juguetes,social,1,4205.29,0.0,completed,2024-03-24,MTY,67,False
ORD-000814,CUST-1281,PROD-0057,Alimentos,web,8,3271.62,0.0,pending,2024-05-11,MTY,29,True
ORD-000815,CUST-0652,PROD-0115,Juguetes,marketplace,6,3094.57,15.0,completed,2023-05-05,PUE,32,False
ORD-000816,CUST-1458,PROD-0053,Belleza,social,8,919.58,10.0,completed,2023-01-30,CUN,36,False
ORD-000817,CUST-0784,PROD-0145,Hogar,marketplace,9,2590.29,15.0,returned,2023-09-03,CUN,45,False
ORD-000818,CUST-0832,PROD-0183,Alimentos,web,5,3591.14,10.0,returned,2023-06-12,CUN,57,False
ORD-000819,CUST-0782,PROD-0040,Libros,marketplace,3,4867.64,5.0,returned,2023-11-15,MTY,58,False
ORD-000820,CUST-0892,PROD-0171,Juguetes,social,5,1046.96,0.0,completed,2023-01-15,MTY,22,False
ORD-000821,CUST-1117,PROD-0061,Libros,web,5,97.24,5.0,completed,2024-02-22,MTY,22,False
ORD-000822,CUST-0433,PROD-0185,Ropa,mobile,5,422.74,0.0,pending,2023-04-06,CDMX,23,False
ORD-000823,CUST-1357,PROD-0044,Belleza,web,3,1910.47,10.0,pending,2023-08-19,CDMX,40,False
ORD-000824,CUST-0356,PROD-0023,Hogar,marketplace,4,4111.7,15.0,pending,2023-04-27,PUE,20,False
ORD-000825,CUST-0973,PROD-0078,Juguetes,social,9,85.35,5.0,completed,2024-04-17,PUE,54,False
ORD-000826,CUST-0285,PROD-0092,Juguetes,marketplace,9,2310.82,25.0,pending,2023-05-01,QRO,50,True
ORD-000827,CUST-0386,PROD-0220,Alimentos,web,2,1679.69,5.0,pending,2023-06-07,GDL,60,True
ORD-000828,CUST-1138,PROD-0272,Alimentos,marketplace,8,309.78,10.0,pending,2024-05-25,CUN,38,False
ORD-000829,CUST-0788,PROD-0172,Hogar,mobile,8,2278.67,10.0,returned,2023-10-26,PUE,37,False
ORD-000830,CUST-0738,PROD-0093,Electronica,social,7,1311.01,25.0,cancelled,2024-06-05,GDL,18,False
ORD-000831,CUST-0855,PROD-0218,Juguetes,social,8,1791.83,10.0,returned,2023-10-07,PUE,56,True
ORD-000832,CUST-0316,PROD-0077,Hogar,marketplace,3,3542.8,0.0,returned,2024-03-01,CUN,64,False
ORD-000833,CUST-0591,PROD-0155,Juguetes,mobile,6,2631.68,25.0,returned,2024-05-09,MTY,34,True
ORD-000834,CUST-1373,PROD-0147,Hogar,social,1,667.0,10.0,returned,2024-04-28,MTY,46,False
ORD-000835,CUST-0258,PROD-0179,Hogar,social,7,4809.0,0.0,pending,2023-09-07,CUN,25,True
ORD-000836,CUST-0276,PROD-0054,Deportes,mobile,1,3197.76,10.0,completed,2024-04-12,GDL,43,True
ORD-000837,CUST-0024,PROD-0139,Libros,mobile,9,3841.05,20.0,cancelled,2023-05-29,MTY,45,True
ORD-000838,CUST-0147,PROD-0256,Ropa,marketplace,1,442.11,5.0,returned,2024-01-28,PUE,51,False
ORD-000839,CUST-1328,PROD-0189,Libros,social,1,282.94,0.0,completed,2023-07-15,MTY,43,False
ORD-000840,CUST-0033,PROD-0136,Ropa,mobile,7,146.27,15.0,returned,2024-06-04,QRO,30,True
ORD-000841,CUST-0295,PROD-0040,Electronica,marketplace,2,984.53,15.0,pending,2023-05-20,CDMX,61,False
ORD-000842,CUST-1478,PROD-0002,Ropa,mobile,5,2101.32,5.0,cancelled,2023-03-13,CUN,54,True
ORD-000843,CUST-0997,PROD-0077,Electronica,social,8,4682.34,0.0,cancelled,2023-10-10,PUE,30,False
ORD-000844,CUST-1348,PROD-0076,Belleza,social,8,2312.45,,pending,2024-02-29,CDMX,55,False
ORD-000845,CUST-0895,PROD-0164,Hogar,social,3,1486.76,10.0,returned,2023-12-15,CUN,42,False
ORD-000846,CUST-0279,PROD-0076,Deportes,marketplace,7,2831.58,15.0,pending,2024-06-03,MTY,64,False
ORD-000847,CUST-0174,PROD-0200,Juguetes,mobile,3,604.08,0.0,completed,2023-10-01,GDL,40,False
ORD-000848,CUST-0282,PROD-0229,Alimentos,mobile,6,3067.05,0.0,completed,2023-01-03,MTY,39,False
ORD-000849,CUST-1316,PROD-0245,Ropa,marketplace,6,2863.74,0.0,cancelled,2023-10-17,QRO,38,False
ORD-000850,CUST-0852,PROD-0035,Juguetes,mobile,3,3970.37,10.0,returned,2023-11-02,CUN,47,False
ORD-000851,CUST-0934,PROD-0058,Juguetes,web,7,4934.1,0.0,cancelled,2024-05-16,QRO,28,True
ORD-000852,CUST-1425,PROD-0296,Libros,social,3,1291.82,0.0,returned,2023-06-02,GDL,21,False
ORD-000853,CUST-1238,PROD-0219,Libros,web,8,2572.8,0.0,completed,2024-04-02,QRO,50,False
ORD-000854,CUST-0872,PROD-0143,Deportes,social,4,4548.88,10.0,completed,2024-05-10,QRO,64,False
ORD-000855,CUST-1277,PROD-0075,Juguetes,marketplace,1,3936.69,5.0,completed,2023-12-20,MTY,29,False
ORD-000856,CUST-0369,PROD-0047,Libros,web,4,2462.66,0.0,returned,2023-12-07,CUN,26,False
ORD-000857,CUST-0931,PROD-0166,Ropa,mobile,7,4729.59,20.0,pending,2024-01-22,CUN,49,True
ORD-000858,CUST-1044,PROD-0066,Deportes,mobile,4,333.32,0.0,cancelled,2024-04-11,CUN,28,True
ORD-000859,CUST-0869,PROD-0094,Alimentos,web,6,4658.44,0.0,returned,2023-11-26,QRO,54,False
ORD-000860,CUST-1131,PROD-0198,Hogar,marketplace,9,300.01,20.0,returned,2023-07-13,CUN,41,False
ORD-000861,CUST-0922,PROD-0181,Deportes,mobile,1,2759.16,5.0,returned,2023-09-02,CDMX,24,False
ORD-000862,CUST-0788,PROD-0164,Electronica,mobile,5,4457.68,5.0,completed,2024-01-28,PUE,25,False
ORD-000863,CUST-0728,PROD-0254,Ropa,marketplace,7,1350.47,0.0,returned,2023-08-28,QRO,50,False
ORD-000864,CUST-0463,PROD-0218,Alimentos,web,1,2387.63,15.0,returned,2024-02-25,CUN,42,True
ORD-000865,CUST-0381,PROD-0247,Hogar,web,4,1655.43,5.0,cancelled,2023-02-14,QRO,18,False
ORD-000866,CUST-0870,PROD-0212,Ropa,marketplace,6,4763.11,15.0,pending,2023-11-22,PUE,20,False
ORD-000867,CUST-1239,PROD-0171,Belleza,social,2,4127.05,0.0,cancelled,2024-04-29,MTY,57,True
ORD-000868,CUST-0016,PROD-0071,Deportes,mobile,5,3559.56,5.0,pending,2024-01-26,QRO,45,False
ORD-000869,CUST-1184,PROD-0126,Libros,web,1,2958.75,15.0,pending,2024-01-31,MTY,60,True
ORD-000870,CUST-1021,PROD-0197,Belleza,mobile,6,4111.93,25.0,returned,2023-06-05,PUE,50,False
ORD-000871,CUST-1497,PROD-0215,Deportes,marketplace,6,1991.72,0.0,returned,2024-05-22,QRO,63,True
ORD-000872,CUST-0485,PROD-0282,Ropa,marketplace,4,2265.38,15.0,pending,2023-02-07,GDL,18,False
ORD-000873,CUST-1459,PROD-0255,Deportes,social,8,3663.51,0.0,cancelled,2023-05-10,CUN,55,False
ORD-000874,CUST-1028,PROD-0276,Electronica,mobile,4,1820.89,5.0,completed,2024-05-29,PUE,44,False
ORD-000875,CUST-0552,PROD-0274,Electronica,social,8,366.31,0.0,pending,2023-12-06,MTY,55,False
ORD-000876,CUST-0842,PROD-0253,Electronica,mobile,8,417.96,10.0,returned,2023-04-13,PUE,52,True
ORD-000877,CUST-1119,PROD-0273,Belleza,social,5,621.05,0.0,pending,2024-03-26,CUN,27,False
ORD-000878,CUST-1181,PROD-0275,Ropa,mobile,4,4354.92,0.0,pending,2023-04-13,QRO,29,False
ORD-000879,CUST-0752,PROD-0118,Deportes,social,2,2387.52,0.0,cancelled,2024-06-22,CDMX,27,False
ORD-000880,CUST-0069,PROD-0197,Hogar,mobile,3,3578.77,,completed,2024-04-12,PUE,51,False
ORD-000881,CUST-0078,PROD-0043,Ropa,marketplace,3,1994.9,20.0,cancelled,2023-01-16,PUE,41,True
ORD-000882,CUST-1164,PROD-0298,Ropa,mobile,4,1330.62,25.0,returned,2023-05-28,QRO,45,True
ORD-000883,CUST-0990,PROD-0216,Belleza,web,4,1768.6,15.0,returned,2024-02-24,MTY,39,False
ORD-000884,CUST-1444,PROD-0270,Alimentos,social,5,3981.2,0.0,completed,2023-06-08,GDL,62,False
ORD-000885,CUST-0755,PROD-0296,Ropa,social,4,3144.82,5.0,completed,2023-03-18,MTY,33,False
ORD-000886,CUST-0232,PROD-0113,Libros,web,8,4691.32,10.0,completed,2024-04-25,CUN,30,False
