order_id,customer_id,product_id,category,channel,quantity,unit_price,discount_pct,status,order_date,region,customer_age,is_new_customer,gross_revenue,discount_amount,net_revenue,year,month,quarter,week,day_of_week,is_revenue_positive
ORD-000929,CUST-0073,PROD-0126,Juguetes,web,9,967.77,0.0,returned,2024-04-17,QRO,64,False,8709.93,0.0,8709.93,2024,4,2,16,Wednesday,False
ORD-000930,CUST-1424,PROD-0040,Belleza,social,3,951.21,0.0,cancelled,2023-09-18,QRO,59,True,2853.63,0.0,2853.63,2023,9,3,38,Monday,False
ORD-000931,CUST-1224,PROD-0007,Alimentos,mobile,4,2588.67,15.0,completed,2024-04-15,QRO,47,False,10354.68,1553.2020000000002,8801.478,2024,4,2,16,Monday,True
ORD-000932,CUST-0623,PROD-0292,Deportes,social,9,4231.75,0.0,pending,2023-09-19,MTY,21,True,38085.75,0.0,38085.75,2023,9,3,38,Tuesday,False
ORD-000933,CUST-1489,PROD-0214,Libros,social,6,444.05,0.0,returned,2023-01-10,GDL,49,True,2664.3,0.0,2664.3,2023,1,1,2,Tuesday,False
ORD-000934,CUST-1155,PROD-0077,Ropa,social,2,3549.43,5.0,pending,2024-04-21,QRO,27,False,7098.86,354.943,6743.9169999999995,2024,4,2,16,Sunday,False
ORD-000935,CUST-0534,PROD-0094,Electronica,mobile,7,3289.01,0.0,cancelled,2023-10-22,MTY,60,False,23023.07,0.0,23023.07,2023,10,4,42,Sunday,False
ORD-000936,CUST-0126,PROD-0241,Hogar,marketplace,2,4368.97,5.0,pending,2023-06-11,CUN,22,False,8737.94,436.89700000000005,8301.043,2023,6,2,23,Sunday,False
ORD-000937,CUST-1289,PROD-0072,Electronica,marketplace,2,1258.53,15.0,cancelled,2023-03-17,CDMX,26,True,2517.06,377.559,2139.5009999999997,2023,3,1,11,Friday,False
ORD-000938,CUST-0970,PROD-0271,Alimentos,social,1,2278.04,5.0,completed,2024-03-28,CUN,22,False,2278.04,113.902,2164.138,2024,3,1,13,Thursday,True
ORD-000939,CUST-1185,PROD-0154,Ropa,social,3,4632.85,20.0,returned,2023-12-20,GDL,28,False,13898.550000000001,2779.71,11118.84,2023,12,4,51,Wednesday,False
ORD-000940,CUST-0347,PROD-0241,Hogar,marketplace,6,3316.97,15.0,completed,2023-11-03,GDL,52,True,19901.82,2985.2729999999997,16916.547,2023,11,4,44,Friday,True
ORD-000941,CUST-1174,PROD-0211,Alimentos,social,8,1974.4,0.0,pending,2024-03-10,CDMX,44,False,15795.2,0.0,15795.2,2024,3,1,10,Sunday,False
ORD-000942,CUST-0106,PROD-0173,Belleza,marketplace,9,700.49,0.0,returned,2023-09-14,GDL,21,False,6304.41,0.0,6304.41,2023,9,3,37,Thursday,False
ORD-000943,CUST-1345,PROD-0228,Libros,web,7,1349.3,5.0,pending,2024-04-12,CUN,27,False,9445.1,472.255,8972.845000000001,2024,4,2,15,Friday,False
ORD-000944,CUST-0598,PROD-0007,Electronica,social,4,2927.02,10.0,pending,2023-11-06,PUE,56,True,11708.08,1170.808,10537.272,2023,11,4,45,Monday,False
ORD-000945,CUST-1279,PROD-0147,Belleza,mobile,6,3604.93,0.0,pending,2023-07-23,MTY,50,False,21629.579999999998,0.0,21629.579999999998,2023,7,3,29,Sunday,False
ORD-000946,CUST-0056,PROD-0057,Ropa,mobile,5,665.89,25.0,returned,2024-01-29,GDL,55,True,3329.45,832.3625,2497.0874999999996,2024,1,1,5,Monday,False
ORD-000947,CUST-0588,PROD-0080,Alimentos,marketplace,8,3018.01,10.0,returned,2024-05-09,GDL,25,False,24144.08,2414.4080000000004,21729.672000000002,2024,5,2,19,Thursday,False
ORD-000948,CUST-0993,PROD-0031,Hogar,mobile,1,2774.24,0.0,cancelled,2023-04-20,PUE,66,False,2774.24,0.0,2774.24,2023,4,2,16,Thursday,False
ORD-000949,CUST-0169,PROD-0017,Alimentos,web,1,2594.08,10.0,completed,2023-08-31,GDL,41,False,2594.08,259.408,2334.672,2023,8,3,35,Thursday,True
ORD-000950,CUST-0260,PROD-0089,Belleza,mobile,6,3466.11,5.0,pending,2024-01-26,MTY,56,False,20796.66,1039.833,19756.827,2024,1,1,4,Friday,False
ORD-000951,CUST-1036,PROD-0258,Hogar,social,2,4195.38,15.0,returned,2024-01-03,CUN,50,False,8390.76,1258.614,7132.146000000001,2024,1,1,1,Wednesday,False
ORD-000952,CUST-0158,PROD-0083,Electronica,mobile,5,1648.8,5.0,cancelled,2023-10-30,CUN,58,False,8244.0,412.2,7831.8,2023,10,4,44,Monday,False
ORD-000953,CUST-0570,PROD-0006,Belleza,mobile,1,4450.61,0.0,cancelled,2023-10-30,CUN,60,False,4450.61,0.0,4450.61,2023,10,4,44,Monday,False
ORD-000954,CUST-0517,PROD-0203,Juguetes,web,7,845.14,0.0,returned,2023-01-23,MTY,36,True,5915.98,0.0,5915.98,2023,1,1,4,Monday,False
ORD-000955,CUST-0272,PROD-0217,Libros,mobile,1,906.47,20.0,completed,2024-02-10,CDMX,19,False,906.47,181.294,725.176,2024,2,1,6,Saturday,True
ORD-000956,CUST-1262,PROD-0233,Ropa,mobile,4,1370.52,5.0,returned,2023-10-09,MTY,28,False,5482.08,274.10400000000004,5207.976,2023,10,4,41,Monday,False
ORD-000957,CUST-0576,PROD-0284,Hogar,web,9,641.68,25.0,completed,2023-01-09,QRO,52,False,5775.12,1443.78,4331.34,2023,1,1,2,Monday,True
ORD-000958,CUST-0564,PROD-0133,Ropa,marketplace,1,1190.08,0.0,cancelled,2023-02-20,PUE,34,False,1190.08,0.0,1190.08,2023,2,1,8,Monday,False
ORD-000959,CUST-0527,PROD-0293,Deportes,web,4,576.74,0.0,pending,2024-05-23,GDL,59,False,2306.96,0.0,2306.96,2024,5,2,21,Thursday,False
ORD-000960,CUST-0030,PROD-0257,Alimentos,web,6,4117.67,0.0,cancelled,2023-10-21,MTY,20,False,24706.02,0.0,24706.02,2023,10,4,42,Saturday,False
ORD-000961,CUST-0229,PROD-0157,Alimentos,marketplace,6,737.9,5.0,completed,2023-08-24,QRO,39,False,4427.4,221.37,4206.03,2023,8,3,34,Thursday,True
ORD-000962,CUST-1237,PROD-0117,Deportes,mobile,8,3749.12,0.0,returned,2023-12-27,CUN,52,False,29992.96,0.0,29992.96,2023,12,4,52,Wednesday,False
ORD-000963,CUST-0358,PROD-0217,Electronica,marketplace,1,287.17,0.0,returned,2023-08-13,CDMX,38,True,287.17,0.0,287.17,2023,8,3,32,Sunday,False
ORD-000964,CUST-1212,PROD-0081,Libros,mobile,7,4745.18,10.0,returned,2023-07-14,GDL,42,False,33216.26,3321.626,29894.634000000002,2023,7,3,28,Friday,False
ORD-000965,CUST-0310,PROD-0140,Hogar,web,1,3570.24,5.0,cancelled,2023-09-14,GDL,56,False,3570.24,178.51199999999997,3391.7279999999996,2023,9,3,37,Thursday,False
ORD-000966,CUST-1350,PROD-0048,Libros,marketplace,7,83.64,0.0,pending,2023-05-21,GDL,19,False,585.48,0.0,585.48,2023,5,2,20,Sunday,False
ORD-000967,CUST-0915,PROD-0268,Electronica,social,3,3831.09,5.0,pending,2023-04-10,GDL,18,False,11493.27,574.6635000000001,10918.6065,2023,4,2,15,Monday,False
ORD-000968,CUST-0758,PROD-0194,Belleza,web,8,2594.71,10.0,completed,2023-02-10,MTY,24,True,20757.68,2075.768,18681.912,2023,2,1,6,Friday,True
ORD-000969,CUST-0360,PROD-0065,Hogar,web,3,3907.86,0.0,cancelled,2023-11-13,PUE,37,False,11723.58,0.0,11723.58,2023,11,4,46,Monday,False
ORD-000970,CUST-0536,PROD-0109,Deportes,social,1,2636.36,0.0,cancelled,2024-03-27,PUE,60,False,2636.36,0.0,2636.36,2024,3,1,13,Wednesday,False
ORD-000971,CUST-1436,PROD-0206,Juguetes,social,8,3223.07,0.0,pending,2023-02-04,CDMX,23,False,25784.56,0.0,25784.56,2023,2,1,5,Saturday,False
ORD-000972,CUST-0484,PROD-0029,Alimentos,mobile,3,3942.34,10.0,pending,2024-01-09,MTY,53,False,11827.02,1182.7020000000002,10644.318,2024,1,1,2,Tuesday,False
ORD-000973,CUST-0994,PROD-0113,Deportes,social,2,2055.28,15.0,returned,2023-05-15,PUE,68,False,4110.56,616.5840000000001,3493.9760000000006,2023,5,2,20,Monday,False
ORD-000974,CUST-0371,PROD-0201,Alimentos,marketplace,1,63.41,0.0,cancelled,2023-04-03,QRO,38,True,63.41,0.0,63.41,2023,4,2,14,Monday,False
ORD-000975,CUST-1081,PROD-0095,Ropa,web,3,4257.24,0.0,completed,2023-10-30,MTY,68,True,12771.72,0.0,12771.72,2023,10,4,44,Monday,True
ORD-000976,CUST-0068,PROD-0287,Ropa,mobile,2,1935.41,20.0,cancelled,2023-12-01,CDMX,63,True,3870.82,774.1640000000001,3096.656,2023,12,4,48,Friday,False
ORD-000977,CUST-0703,PROD-0040,Hogar,mobile,2,2505.41,25.0,completed,2024-03-01,QRO,52,False,5010.82,1252.705,3758.115,2024,3,1,9,Friday,True
ORD-000978,CUST-0173,PROD-0240,Hogar,web,6,88.44,10.0,pending,2023-06-29,GDL,53,False,530.64,53.06399999999999,477.576,2023,6,2,26,Thursday,False
ORD-000979,CUST-0298,PROD-0245,Hogar,web,1,2485.86,25.0,completed,2023-07-25,CUN,25,False,2485.86,621.465,1864.395,2023,7,3,30,Tuesday,True
ORD-000980,CUST-1220,PROD-0161,Electronica,web,2,4933.11,10.0,returned,2023-05-16,MTY,67,False,9866.22,986.622,8879.598,2023,5,2,20,Tuesday,False
ORD-000981,CUST-0316,PROD-0208,Alimentos,mobile,6,1427.42,10.0,returned,2024-01-10,MTY,21,False,8564.52,856.4520000000001,7708.068,2024,1,1,2,Wednesday,False
ORD-000982,CUST-1016,PROD-0195,Alimentos,social,3,2007.32,0.0,returned,2024-06-27,MTY,60,False,6021.96,0.0,6021.96,2024,6,2,26,Thursday,False
ORD-000983,CUST-0846,PROD-0085,Juguetes,social,4,3451.59,5.0,completed,2024-05-28,MTY,33,False,13806.36,690.318,13116.042000000001,2024,5,2,22,Tuesday,True
ORD-000984,CUST-0785,PROD-0028,Libros,social,1,4083.23,0.0,cancelled,2023-10-07,CUN,20,False,4083.23,0.0,4083.23,2023,10,4,40,Saturday,False
ORD-000985,CUST-0488,PROD-0191,Electronica,web,8,2116.09,15.0,pending,2023-06-18,PUE,24,True,16928.72,2539.308,14389.412,2023,6,2,24,Sunday,False
ORD-000986,CUST-1354,PROD-0218,Juguetes,mobile,7,1582.86,20.0,returned,2023-09-21,CDMX,19,False,11080.019999999999,2216.0039999999995,8864.016,2023,9,3,38,Thursday,False
ORD-000987,CUST-0902,PROD-0100,Ropa,web,7,4692.24,10.0,returned,2024-05-08,GDL,18,False,32845.68,3284.5679999999998,29561.112,2024,5,2,19,Wednesday,False
ORD-000988,CUST-1487,PROD-0139,Libros,web,3,3401.87,5.0,returned,2023-10-30,CDMX,18,False,10205.61,510.2805,9695.3295,2023,10,4,44,Monday,False
ORD-000989,CUST-1306,PROD-0056,Alimentos,web,3,639.16,0.0,pending,2023-12-13,CDMX,55,False,1917.48,0.0,1917.48,2023,12,4,50,Wednesday,False
ORD-000990,CUST-0343,PROD-0054,Electronica,marketplace,2,391.19,0.0,returned,2023-04-28,PUE,68,False,782.38,0.0,782.38,2023,4,2,17,Friday,False
ORD-000991,CUST-0432,PROD-0040,Belleza,mobile,1,2443.57,0.0,completed,2024-04-24,CDMX,24,False,2443.57,0.0,2443.57,2024,4,2,17,Wednesday,True
ORD-000992,CUST-1184,PROD-0186,Libros,mobile,7,1139.45,10.0,cancelled,2023-03-19,PUE,41,False,7976.150000000001,797.615,7178.535000000001,2023,3,1,11,Sunday,False
ORD-000993,CUST-0707,PROD-0172,Libros,marketplace,7,1307.22,20.0,cancelled,2023-05-25,MTY,22,False,9150.54,1830.1080000000002,7320.432000000001,2023,5,2,21,Thursday,False
ORD-000994,CUST-0112,PROD-0015,Ropa,mobile,2,4394.58,0.0,completed,2023-08-20,CDMX,38,False,8789.16,0.0,8789.16,2023,8,3,33,Sunday,True
ORD-000995,CUST-1316,PROD-0123,Ropa,social,7,493.35,0.0,pending,2024-02-11,GDL,45,True,3453.4500000000003,0.0,3453.4500000000003,2024,2,1,6,Sunday,False
ORD-000996,CUST-0542,PROD-0145,Ropa,mobile,8,3591.05,10.0,pending,2024-01-10,PUE,35,False,28728.4,2872.84,25855.56,2024,1,1,2,Wednesday,False
ORD-000997,CUST-0238,PROD-0084,Belleza,web,1,1392.15,0.0,pending,2023-04-03,MTY,41,True,1392.15,0.0,1392.15,2023,4,2,14,Monday,False
ORD-000998,CUST-0108,PROD-0278,Juguetes,web,9,3813.62,20.0,pending,2024-02-09,MTY,49,False,34322.58,6864.5160000000005,27458.064000000002,2024,2,1,6,Friday,False
ORD-000999,CUST-0344,PROD-0055,Alimentos,marketplace,7,3625.94,0.0,completed,2023-01-15,MTY,62,False,25381.58,0.0,25381.58,2023,1,1,2,Sunday,True
ORD-001000,CUST-0951,PROD-0034,Libros,web,3,86.59,0.0,pending,2023-09-28,QRO,50,False,259.77,0.0,259.77,2023,9,3,39,Thursday,False
ORD-001001,CUST-0817,PROD-0109,Deportes,marketplace,8,2570.22,0.0,returned,2023-05-07,MTY,27,False,20561.76,0.0,20561.76,2023,5,2,18,Sunday,False
ORD-001002,CUST-0976,PROD-0006,Hogar,mobile,7,739.63,0.0,pending,2024-04-10,PUE,26,False,5177.41,0.0,5177.41,2024,4,2,15,Wednesday,False
ORD-001003,CUST-0618,PROD-0159,Ropa,marketplace,8,4337.82,5.0,returned,2024-01-13,PUE,66,True,34702.56,1735.128,32967.432,2024,1,1,2,Saturday,False
ORD-001004,CUST-0976,PROD-0097,Electronica,mobile,6,4364.35,0.0,returned,2023-09-26,CDMX,50,True,26186.100000000002,0.0,26186.100000000002,2023,9,3,39,Tuesday,False
ORD-001005,CUST-1091,PROD-0283,Hogar,mobile,9,2120.81,5.0,pending,2024-01-26,GDL,50,False,19087.29,954.3645000000001,18132.9255,2024,1,1,4,Friday,False
ORD-001006,CUST-0479,PROD-0104,Ropa,web,5,2249.76,5.0,returned,2024-01-16,CDMX,24,False,11248.800000000001,562.44,10686.36,2024,1,1,3,Tuesday,False
ORD-001007,CUST-0778,PROD-0017,Hogar,marketplace,3,1551.25,0.0,completed,2023-04-21,QRO,21,True,4653.75,0.0,4653.75,2023,4,2,16,Friday,True
ORD-001008,CUST-1400,PROD-0124,Deportes,mobile,3,3597.2,0.0,completed,2023-08-28,QRO,45,True,10791.599999999999,0.0,10791.599999999999,2023,8,3,35,Monday,True
ORD-001009,CUST-1446,PROD-0138,Alimentos,social,1,1825.37,5.0,completed,2024-04-27,GDL,40,False,1825.37,91.26849999999999,1734.1015,2024,4,2,17,Saturday,True
ORD-001010,CUST-0799,PROD-0044,Juguetes,mobile,8,1375.57,10.0,returned,2023-01-26,CUN,49,False,11004.56,1100.456,9904.104,2023,1,1,4,Thursday,False
ORD-001011,CUST-0972,PROD-0292,Belleza,web,2,2189.54,20.0,returned,2023-12-02,QRO,61,False,4379.08,875.816,3503.264,2023,12,4,48,Saturday,False
ORD-001012,CUST-0538,PROD-0290,Alimentos,web,3,502.86,0.0,completed,2023-08-15,CDMX,33,False,1508.58,0.0,1508.58,2023,8,3,33,Tuesday,True
ORD-001013,CUST-0298,PROD-0023,Ropa,social,8,3745.69,0.0,completed,2023-03-06,CUN,63,True,29965.52,0.0,29965.52,2023,3,1,10,Monday,True
ORD-001014,CUST-1087,PROD-0289,Hogar,social,8,112.35,0.0,cancelled,2024-04-20,GDL,27,False,898.8,0.0,898.8,2024,4,2,16,Saturday,False
ORD-001015,CUST-0891,PROD-0248,Libros,social,4,3240.2,5.0,cancelled,2023-11-06,PUE,31,True,12960.8,648.04,12312.759999999998,2023,11,4,45,Monday,False
ORD-001016,CUST-0025,PROD-0024,Ropa,mobile,4,955.18,10.0,returned,2024-02-23,CUN,56,False,3820.72,382.07199999999995,3438.6479999999997,2024,2,1,8,Friday,False
ORD-001017,CUST-0592,PROD-0025,Electronica,social,5,1200.4,15.0,pending,2023-04-30,CUN,53,False,6002.0,900.3,5101.7,2023,4,2,17,Sunday,False
ORD-001018,CUST-0920,PROD-0162,Deportes,social,6,3196.38,10.0,cancelled,2023-05-24,CDMX,51,False,19178.28,1917.828,17260.451999999997,2023,5,2,21,Wednesday,False
ORD-001019,CUST-0783,PROD-0048,Deportes,mobile,5,4965.07,0.0,returned,2023-02-16,PUE,41,False,24825.35,0.0,24825.35,2023,2,1,7,Thursday,False
ORD-001020,CUST-1390,PROD-0159,Hogar,mobile,7,3899.7,5.0,returned,2023-02-08,MTY,35,False,27297.899999999998,1364.895,25933.004999999997,2023,2,1,6,Wednesday,False
ORD-001021,CUST-0647,PROD-0005,Belleza,mobile,2,1167.91,20.0,returned,2023-11-08,CDMX,33,False,2335.82,467.164,1868.6560000000002,2023,11,4,45,Wednesday,False
ORD-001022,CUST-1086,PROD-0183,Hogar,mobile,7,921.32,0.0,pending,2024-05-19,PUE,58,False,6449.240000000001,0.0,6449.240000000001,2024,5,2,20,Sunday,False
ORD-001023,CUST-1399,PROD-0145,Libros,social,7,4337.85,5.0,pending,2023-04-29,CUN,54,False,30364.950000000004,1518.2475000000004,28846.702500000003,2023,4,2,17,Saturday,False
ORD-001024,CUST-0085,PROD-0204,Electronica,mobile,1,2248.71,5.0,pending,2023-04-10,PUE,58,False,2248.71,112.43549999999999,2136.2745,2023,4,2,15,Monday,False
ORD-001025,CUST-0200,PROD-0257,Juguetes,mobile,7,728.41,10.0,completed,2023-08-29,CDMX,42,False,5098.87,509.88699999999994,4588.983,2023,8,3,35,Tuesday,True
ORD-001026,CUST-1089,PROD-0100,Electronica,social,5,4317.95,10.0,returned,2023-05-19,GDL,25,True,21589.75,2158.975,19430.775,2023,5,2,20,Friday,False
ORD-001027,CUST-1306,PROD-0162,Electronica,social,3,4089.66,0.0,pending,2024-02-02,GDL,41,False,12268.98,0.0,12268.98,2024,2,1,5,Friday,False
ORD-001028,CUST-0725,PROD-0201,Ropa,web,3,4920.34,5.0,pending,2024-04-09,GDL,37,False,14761.02,738.051,14022.969000000001,2024,4,2,15,Tuesday,False
ORD-001029,CUST-0885,PROD-0183,Belleza,marketplace,4,4553.23,0.0,completed,2024-01-15,QRO,65,False,18212.92,0.0,18212.92,2024,1,1,3,Monday,True
ORD-001030,CUST-1251,PROD-0067,Electronica,web,2,4266.36,10.0,returned,2024-03-05,CUN,47,False,8532.72,853.2719999999999,7679.447999999999,2024,3,1,10,Tuesday,False
ORD-001031,CUST-1336,PROD-0050,Belleza,social,2,310.24,0.0,pending,2023-06-08,GDL,37,False,620.48,0.0,620.48,2023,6,2,23,Thursday,False
ORD-001032,CUST-0559,PROD-0170,Hogar,mobile,1,566.86,15.0,completed,2024-02-29,CUN,35,False,566.86,85.029,481.831,2024,2,1,9,Thursday,True
ORD-001033,CUST-0687,PROD-0209,Juguetes,social,5,2866.47,15.0,cancelled,2023-04-12,CUN,21,True,14332.349999999999,2149.8524999999995,12182.4975,2023,4,2,15,Wednesday,False
ORD-001034,CUST-0554,PROD-0258,Deportes,social,4,2680.82,5.0,cancelled,2024-05-16,CUN,65,False,10723.28,536.164,10187.116,2024,5,2,20,Thursday,False
ORD-001035,CUST-0547,PROD-0052,Alimentos,web,2,2316.92,0.0,cancelled,2024-02-22,CDMX,53,False,4633.84,0.0,4633.84,2024,2,1,8,Thursday,False
ORD-001036,CUST-0202,PROD-0258,Deportes,mobile,3,2014.11,0.0,pending,2023-10-14,MTY,23,False,6042.33,0.0,6042.33,2023,10,4,41,Saturday,False
ORD-001037,CUST-0523,PROD-0077,Deportes,social,7,2184.49,15.0,returned,2023-02-03,PUE,20,False,15291.429999999998,2293.7145,12997.715499999998,2023,2,1,5,Friday,False
ORD-001038,CUST-1341,PROD-0013,Alimentos,marketplace,7,2868.02,10.0,completed,2024-01-15,MTY,35,False,20076.14,2007.614,18068.525999999998,2024,1,1,3,Monday,True
ORD-001039,CUST-1197,PROD-0196,Alimentos,web,4,60.28,10.0,cancelled,2023-08-11,MTY,64,True,241.12,24.112,217.008,2023,8,3,32,Friday,False
ORD-001040,CUST-0802,PROD-0245,Alimentos,web,5,1340.51,0.0,pending,2024-03-30,PUE,57,False,6702.55,0.0,6702.55,2024,3,1,13,Saturday,False
ORD-001041,CUST-0945,PROD-0020,Deportes,web,5,2615.48,5.0,cancelled,2024-03-31,QRO,35,True,13077.4,653.87,12423.529999999999,2024,3,1,13,Sunday,False
ORD-001042,CUST-1383,PROD-0149,Ropa,mobile,6,3624.97,10.0,completed,2023-08-30,CUN,40,False,21749.82,2174.982,19574.838,2023,8,3,35,Wednesday,True
ORD-001043,CUST-0496,PROD-0083,Hogar,mobile,9,912.08,5.0,completed,2024-01-07,MTY,52,False,8208.720000000001,410.43600000000004,7798.2840000000015,2024,1,1,1,Sunday,True
ORD-001044,CUST-1377,PROD-0078,Libros,mobile,2,2757.06,10.0,returned,2023-04-12,GDL,23,False,5514.12,551.4119999999999,4962.708,2023,4,2,15,Wednesday,False
ORD-001045,CUST-1206,PROD-0238,Ropa,mobile,5,3586.58,15.0,returned,2024-01-12,CUN,43,False,17932.9,2689.935,15242.965000000002,2024,1,1,2,Friday,False
ORD-001046,CUST-0400,PROD-0041,Hogar,mobile,3,2250.91,0.0,cancelled,2024-01-03,CDMX,38,False,6752.73,0.0,6752.73,2024,1,1,1,Wednesday,False
ORD-001047,CUST-1065,PROD-0048,Hogar,mobile,4,184.05,0.0,cancelled,2023-03-04,MTY,41,True,736.2,0.0,736.2,2023,3,1,9,Saturday,False
ORD-001048,CUST-0692,PROD-0119,Hogar,web,6,2273.88,5.0,completed,2024-02-12,MTY,32,False,13643.28,682.1640000000001,12961.116,2024,2,1,7,Monday,True
ORD-001049,CUST-1388,PROD-0111,Ropa,mobile,8,1517.4,0.0,returned,2023-10-10,MTY,44,True,12139.2,0.0,12139.2,2023,10,4,41,Tuesday,False
ORD-001050,CUST-1414,PROD-0073,Alimentos,marketplace,1,4651.77,15.0,cancelled,2023-07-14,MTY,49,False,4651.77,697.7655,3954.0045000000005,2023,7,3,28,Friday,False
ORD-001051,CUST-0369,PROD-0083,Ropa,mobile,8,666.84,10.0,completed,2023-05-06,MTY,29,True,5334.72,533.4720000000001,4801.2480000000005,2023,5,2,18,Saturday,True
ORD-001052,CUST-0642,PROD-0257,Hogar,social,7,3279.76,20.0,completed,2024-04-10,QRO,22,False,22958.32,4591.664000000001,18366.656,2024,4,2,15,Wednesday,True
ORD-001053,CUST-1122,PROD-0265,Deportes,web,1,310.96,10.0,completed,2023-04-04,MTY,24,False,310.96,31.096,279.864,2023,4,2,14,Tuesday,True
ORD-001054,CUST-0022,PROD-0268,Libros,social,2,2258.54,0.0,completed,2023-08-06,CDMX,39,False,4517.08,0.0,4517.08,2023,8,3,31,Sunday,True
ORD-001055,CUST-1378,PROD-0175,Juguetes,marketplace,3,2792.2,0.0,cancelled,2023-01-22,GDL,44,True,8376.599999999999,0.0,8376.599999999999,2023,1,1,3,Sunday,False
ORD-001056,CUST-0018,PROD-0230,Deportes,web,1,1524.88,15.0,cancelled,2023-02-21,PUE,32,False,1524.88,228.732,1296.1480000000001,2023,2,1,8,Tuesday,False
ORD-001057,CUST-0140,PROD-0068,Belleza,social,9,2302.62,0.0,pending,2023-12-08,GDL,56,False,20723.579999999998,0.0,20723.579999999998,2023,12,4,49,Friday,False
ORD-001058,CUST-0025,PROD-0174,Libros,social,8,859.59,10.0,completed,2023-09-07,CUN,62,False,6876.72,687.672,6189.048000000001,2023,9,3,36,Thursday,True
ORD-001059,CUST-0843,PROD-0149,Electronica,social,2,1555.41,15.0,pending,2023-05-09,MTY,52,True,3110.82,466.62300000000005,2644.197,2023,5,2,19,Tuesday,False
ORD-001060,CUST-0201,PROD-0185,Libros,social,9,3124.48,0.0,cancelled,2023-07-30,PUE,43,False,28120.32,0.0,28120.32,2023,7,3,30,Sunday,False
ORD-001061,CUST-1076,PROD-0221,Electronica,web,7,1543.91,0.0,completed,2023-03-12,CDMX,40,False,10807.37,0.0,10807.37,2023,3,1,10,Sunday,True
ORD-001062,CUST-0213,PROD-0021,Juguetes,web,9,4503.73,5.0,completed,2023-08-01,PUE,30,True,40533.56999999999,2026.6784999999998,38506.89149999999,2023,8,3,31,Tuesday,True
ORD-001063,CUST-1404,PROD-0199,Libros,social,6,3160.61,20.0,returned,2023-08-10,PUE,43,False,18963.66,3792.732,15170.928,2023,8,3,32,Thursday,False
ORD-001064,CUST-0914,PROD-0123,Electronica,marketplace,6,2221.31,0.0,completed,2023-08-27,PUE,20,False,13327.86,0.0,13327.86,2023,8,3,34,Sunday,True
ORD-001065,CUST-0720,PROD-0107,Deportes,mobile,4,241.85,20.0,cancelled,2023-12-03,QRO,46,False,967.4,193.48,773.92,2023,12,4,48,Sunday,False
ORD-001066,CUST-0450,PROD-0039,Juguetes,web,2,2522.76,5.0,cancelled,2023-06-01,QRO,19,True,5045.52,252.276,4793.244000000001,2023,6,2,22,Thursday,False
ORD-001067,CUST-1486,PROD-0079,Libros,web,7,3835.64,25.0,completed,2023-01-03,CUN,45,True,26849.48,6712.37,20137.11,2023,1,1,1,Tuesday,True
ORD-001068,CUST-0581,PROD-0291,Alimentos,marketplace,5,1364.51,0.0,completed,2023-10-11,MTY,40,True,6822.55,0.0,6822.55,2023,10,4,41,Wednesday,True
ORD-001069,CUST-0516,PROD-0255,Deportes,mobile,6,4043.53,0.0,cancelled,2023-05-29,GDL,53,False,24261.18,0.0,24261.18,2023,5,2,22,Monday,False
ORD-001070,CUST-0396,PROD-0050,Hogar,web,2,1296.44,15.0,completed,2023-05-14,GDL,66,False,2592.88,388.932,2203.9480000000003,2023,5,2,19,Sunday,True
ORD-001071,CUST-0070,PROD-0008,Alimentos,mobile,5,4127.54,20.0,cancelled,2023-09-14,CUN,23,False,20637.7,4127.54,16510.16,2023,9,3,37,Thursday,False
ORD-001072,CUST-0049,PROD-0074,Libros,social,4,472.08,5.0,returned,2023-06-28,GDL,28,False,1888.32,94.416,1793.904,2023,6,2,26,Wednesday,False
ORD-001073,CUST-1269,PROD-0159,Hogar,social,9,4337.61,10.0,completed,2023-04-23,PUE,55,True,39038.49,3903.8489999999997,35134.640999999996,2023,4,2,16,Sunday,True
ORD-001074,CUST-0189,PROD-0281,Deportes,social,6,2520.97,20.0,cancelled,2023-01-27,PUE,51,True,15125.82,3025.164,12100.655999999999,2023,1,1,4,Friday,False
ORD-001075,CUST-0117,PROD-0045,Belleza,web,2,1517.86,0.0,pending,2023-05-15,GDL,34,False,3035.72,0.0,3035.72,2023,5,2,20,Monday,False
ORD-001076,CUST-1217,PROD-0256,Alimentos,social,1,1362.31,5.0,pending,2023-01-16,QRO,20,True,1362.31,68.1155,1294.1945,2023,1,1,3,Monday,False
ORD-001077,CUST-1345,PROD-0049,Ropa,web,5,2188.45,20.0,cancelled,2024-01-02,CUN,61,False,10942.25,2188.45,8753.8,2024,1,1,1,Tuesday,False
ORD-001078,CUST-0445,PROD-0233,Libros,marketplace,9,4995.3,0.0,completed,2023-09-01,QRO,63,False,44957.700000000004,0.0,44957.700000000004,2023,9,3,35,Friday,True
ORD-001079,CUST-1228,PROD-0161,Electronica,social,6,1140.62,0.0,returned,2023-11-28,CDMX,51,True,6843.719999999999,0.0,6843.719999999999,2023,11,4,48,Tuesday,False
ORD-001080,CUST-1307,PROD-0087,Libros,mobile,7,560.92,15.0,cancelled,2023-01-17,MTY,39,False,3926.4399999999996,588.9659999999999,3337.4739999999997,2023,1,1,3,Tuesday,False
